"Hourly flow (m3/s), for default inSTREAM 6.0 project",
Values provided for water years 1995-99, Save in .csv format
Date,Hour,Green River flow (cms)
3/26/1998,3,78.7
3/26/1998,4,79.1
3/26/1998,5,79.4
3/26/1998,6,79.2
3/26/1998,7,79.6
3/26/1998,8,80
3/26/1998,9,79.6
3/26/1998,10,79.4
3/26/1998,11,79.1
3/26/1998,12,79.3
3/26/1998,13,79.8
3/26/1998,14,79.2
3/26/1998,15,79.2
3/26/1998,16,79.4
3/26/1998,17,78.9
3/26/1998,18,80.1
3/26/1998,19,79.4
3/26/1998,20,79.8
3/26/1998,21,79.3
3/26/1998,22,79.2
3/26/1998,23,79.2
3/27/1998,0,79.2
3/27/1998,1,79.5
3/27/1998,2,79.6
3/27/1998,3,79.6
3/27/1998,4,79.3
3/27/1998,5,79.5
3/27/1998,6,79.2
3/27/1998,7,79.2
3/27/1998,8,80
3/27/1998,9,79.5
3/27/1998,10,79.2
3/27/1998,11,78.9
3/27/1998,12,79.3
3/27/1998,13,78.9
3/27/1998,14,79.6
3/27/1998,15,79.1
3/27/1998,16,79.5
3/27/1998,17,79.6
3/27/1998,18,79.3
3/27/1998,19,79.1
3/27/1998,20,79.5
3/27/1998,21,79.3
3/27/1998,22,79.6
3/27/1998,23,79.8
3/28/1998,0,79
3/28/1998,1,79.1
3/28/1998,2,79.6
3/28/1998,3,79.5
3/28/1998,4,79.5
3/28/1998,5,79.4
3/28/1998,6,79.2
3/28/1998,7,79.5
3/28/1998,8,79.9
3/28/1998,9,79.6
3/28/1998,10,79.2
3/28/1998,11,78.7
3/28/1998,12,79.5
3/28/1998,13,79.4
3/28/1998,14,79.4
3/28/1998,15,79.4
3/28/1998,16,79.3
3/28/1998,17,78.8
3/28/1998,18,78.7
3/28/1998,19,79.6
3/28/1998,20,79.5
3/28/1998,21,79.5
3/28/1998,22,79.3
3/28/1998,23,79.3
3/29/1998,0,79.3
3/29/1998,1,80.2
3/29/1998,2,79.2
3/29/1998,3,79.5
3/29/1998,4,80.1
3/29/1998,5,79.6
3/29/1998,6,79.7
3/29/1998,7,79.4
3/29/1998,8,79.3
3/29/1998,9,79.3
3/29/1998,10,79.6
3/29/1998,11,78.9
3/29/1998,12,79.2
3/29/1998,13,79.6
3/29/1998,14,79.5
3/29/1998,15,79.6
3/29/1998,16,79.5
3/29/1998,17,79.1
3/29/1998,18,79.2
3/29/1998,19,79.6
3/29/1998,20,79.1
3/29/1998,21,79.6
3/29/1998,22,79.1
3/29/1998,23,79.2
3/30/1998,0,79.2
3/30/1998,1,79.6
3/30/1998,2,79.3
3/30/1998,3,79.5
3/30/1998,4,79.7
3/30/1998,5,79.6
3/30/1998,6,78.8
3/30/1998,7,80
3/30/1998,8,79.2
3/30/1998,9,79.7
3/30/1998,10,79.5
3/30/1998,11,80
3/30/1998,12,79.2
3/30/1998,13,79
3/30/1998,14,79.2
3/30/1998,15,79.3
3/30/1998,16,79.5
3/30/1998,17,79.5
3/30/1998,18,79.2
3/30/1998,19,79.5
3/30/1998,20,79.3
3/30/1998,21,79.6
3/30/1998,22,79.6
3/30/1998,23,79.6
3/31/1998,0,79.5
3/31/1998,1,79.5
3/31/1998,2,79.8
3/31/1998,3,79.3
3/31/1998,4,79.4
3/31/1998,5,79.3
3/31/1998,6,79.4
3/31/1998,7,79.2
3/31/1998,8,79.6
3/31/1998,9,79.9
3/31/1998,10,79.2
3/31/1998,11,79.9
3/31/1998,12,79.2
3/31/1998,13,79.6
3/31/1998,14,78.8
3/31/1998,15,79.5
3/31/1998,16,79
3/31/1998,17,79.9
3/31/1998,18,78.8
3/31/1998,19,79.7
3/31/1998,20,79.6
3/31/1998,21,79.4
3/31/1998,22,79.7
3/31/1998,23,80.1
4/1/1998,0,79.3
4/1/1998,1,79.7
4/1/1998,2,79.5
4/1/1998,3,79.6
4/1/1998,4,79.7
4/1/1998,5,79.6
4/1/1998,6,79.1
4/1/1998,7,79.1
4/1/1998,8,79.2
4/1/1998,9,79.3
4/1/1998,10,79.5
4/1/1998,11,79.6
4/1/1998,12,79.5
4/1/1998,13,79.2
4/1/1998,14,79.4
4/1/1998,15,79.1
4/1/1998,16,79.2
4/1/1998,17,79.6
4/1/1998,18,79.3
4/1/1998,19,78.9
4/1/1998,20,79.1
4/1/1998,21,79.6
4/1/1998,22,80.3
4/1/1998,23,79.9
4/2/1998,0,79.9
4/2/1998,1,79.2
4/2/1998,2,78.8
4/2/1998,3,79.3
4/2/1998,4,79.5
4/2/1998,5,78.6
4/2/1998,6,78.7
4/2/1998,7,79
4/2/1998,8,79.5
4/2/1998,9,79.9
4/2/1998,10,81
4/2/1998,11,79.1
4/2/1998,12,79.1
4/2/1998,13,79.6
4/2/1998,14,79.8
4/2/1998,15,79.2
4/2/1998,16,79.6
4/2/1998,17,80.3
4/2/1998,18,80.1
4/2/1998,19,80.7
4/2/1998,20,79.9
4/2/1998,21,81.2
4/2/1998,22,80.4
4/2/1998,23,80.8
4/3/1998,0,81.4
4/3/1998,1,80.9
4/3/1998,2,81.3
4/3/1998,3,81.4
4/3/1998,4,81.3
4/3/1998,5,93.3
4/3/1998,6,93.2
4/3/1998,7,93.2
4/3/1998,8,95.3
4/3/1998,9,97.7
4/3/1998,10,97.1
4/3/1998,11,97.6
4/3/1998,12,97.8
4/3/1998,13,97.7
4/3/1998,14,96.3
4/3/1998,15,93.3
4/3/1998,16,93.8
4/3/1998,17,93
4/3/1998,18,92.3
4/3/1998,19,93.1
4/3/1998,20,93.8
4/3/1998,21,93.5
4/3/1998,22,90.6
4/3/1998,23,83.7
4/4/1998,0,79.9
4/4/1998,1,80.4
4/4/1998,2,80.2
4/4/1998,3,79.8
4/4/1998,4,79.9
4/4/1998,5,80.7
4/4/1998,6,80
4/4/1998,7,84
4/4/1998,8,95.3
4/4/1998,9,100.7
4/4/1998,10,106.6
4/4/1998,11,106.9
4/4/1998,12,106.9
4/4/1998,13,107.1
4/4/1998,14,106.5
4/4/1998,15,106.4
4/4/1998,16,103.9
4/4/1998,17,95.8
4/4/1998,18,90.2
4/4/1998,19,83.4
4/4/1998,20,80.1
4/4/1998,21,80.9
4/4/1998,22,80.1
4/4/1998,23,80.6
4/5/1998,0,80.3
4/5/1998,1,80.8
4/5/1998,2,79.9
4/5/1998,3,79.9
4/5/1998,4,80.3
4/5/1998,5,80.6
4/5/1998,6,80.5
4/5/1998,7,84.6
4/5/1998,8,94.9
4/5/1998,9,101.2
4/5/1998,10,106.6
4/5/1998,11,107.2
4/5/1998,12,107.4
4/5/1998,13,106.4
4/5/1998,14,106.4
4/5/1998,15,106.9
4/5/1998,16,104.9
4/5/1998,17,96
4/5/1998,18,90.3
4/5/1998,19,82.9
4/5/1998,20,80.4
4/5/1998,21,80.3
4/5/1998,22,80.4
4/5/1998,23,80.8
4/6/1998,0,80.8
4/6/1998,1,80.4
4/6/1998,2,80.2
4/6/1998,3,80.7
4/6/1998,4,80.2
4/6/1998,5,80
4/6/1998,6,79.8
4/6/1998,7,80.7
4/6/1998,8,97.7
4/6/1998,9,97.7
4/6/1998,10,106.6
4/6/1998,11,106.5
4/6/1998,12,106.9
4/6/1998,13,106.5
4/6/1998,14,106.4
4/6/1998,15,106.5
4/6/1998,16,103.6
4/6/1998,17,96.1
4/6/1998,18,90.3
4/6/1998,19,82.9
4/6/1998,20,80.1
4/6/1998,21,81
4/6/1998,22,80.6
4/6/1998,23,81.2
4/7/1998,0,80.8
4/7/1998,1,81
4/7/1998,2,80.5
4/7/1998,3,80.9
4/7/1998,4,79.9
4/7/1998,5,80.2
4/7/1998,6,80.2
4/7/1998,7,84.7
4/7/1998,8,92.9
4/7/1998,9,101
4/7/1998,10,106.3
4/7/1998,11,106.6
4/7/1998,12,106.5
4/7/1998,13,106.4
4/7/1998,14,106.4
4/7/1998,15,106.4
4/7/1998,16,103.2
4/7/1998,17,95.8
4/7/1998,18,90.4
4/7/1998,19,83.2
4/7/1998,20,79.9
4/7/1998,21,80.5
4/7/1998,22,80
4/7/1998,23,80.9
4/8/1998,0,76.1
4/8/1998,1,80.9
4/8/1998,2,76.1
4/8/1998,3,81.2
4/8/1998,4,76
4/8/1998,5,81.2
4/8/1998,6,76.1
4/8/1998,7,81.2
4/8/1998,8,76.3
4/8/1998,9,92.5
4/8/1998,10,92
4/8/1998,11,104.9
4/8/1998,12,100.9
4/8/1998,13,105.7
4/8/1998,14,101.1
4/8/1998,15,105.8
4/8/1998,16,101.1
4/8/1998,17,105.9
4/8/1998,18,93.3
4/8/1998,19,93.6
4/8/1998,20,80.8
4/8/1998,21,81.3
4/8/1998,22,76.3
4/8/1998,23,81
4/9/1998,0,80.8
4/9/1998,1,80.1
4/9/1998,2,79.8
4/9/1998,3,80.4
4/9/1998,4,79.8
4/9/1998,5,80.5
4/9/1998,6,80.1
4/9/1998,7,85.5
4/9/1998,8,94.9
4/9/1998,9,101.5
4/9/1998,10,106.5
4/9/1998,11,106.4
4/9/1998,12,106.8
4/9/1998,13,106.6
4/9/1998,14,106.6
4/9/1998,15,106.4
4/9/1998,16,103.3
4/9/1998,17,95.9
4/9/1998,18,89.9
4/9/1998,19,82.9
4/9/1998,20,80.4
4/9/1998,21,80.6
4/9/1998,22,80.2
4/9/1998,23,80.2
4/10/1998,0,79.6
4/10/1998,1,80.2
4/10/1998,2,80.4
4/10/1998,3,80.4
4/10/1998,4,80.2
4/10/1998,5,80.4
4/10/1998,6,79.8
4/10/1998,7,84.4
4/10/1998,8,94.2
4/10/1998,9,100.9
4/10/1998,10,106.1
4/10/1998,11,106.8
4/10/1998,12,106.6
4/10/1998,13,106.6
4/10/1998,14,107.2
4/10/1998,15,106.6
4/10/1998,16,104.1
4/10/1998,17,96.1
4/10/1998,18,89.9
4/10/1998,19,83.4
4/10/1998,20,80.4
4/10/1998,21,80.5
4/10/1998,22,80.2
4/10/1998,23,80.5
4/11/1998,0,80.7
4/11/1998,1,80.1
4/11/1998,2,80.5
4/11/1998,3,80.5
4/11/1998,4,83.7
4/11/1998,5,88.3
4/11/1998,6,64.4
4/11/1998,7,63.7
4/11/1998,8,88
4/11/1998,9,104.1
4/11/1998,10,107.7
4/11/1998,11,107.5
4/11/1998,12,107.5
4/11/1998,13,107.8
4/11/1998,14,107.5
4/11/1998,15,107.4
4/11/1998,16,104.5
4/11/1998,17,98.6
4/11/1998,18,94.4
4/11/1998,19,85.1
4/11/1998,20,82.1
4/11/1998,21,82.7
4/11/1998,22,81.6
4/11/1998,23,81.4
4/12/1998,0,80.5
4/12/1998,1,80.8
4/12/1998,2,80.5
4/12/1998,3,80.5
4/12/1998,4,80.2
4/12/1998,5,80.6
4/12/1998,6,80.1
4/12/1998,7,85.1
4/12/1998,8,94.3
4/12/1998,9,101.3
4/12/1998,10,106.1
4/12/1998,11,106.9
4/12/1998,12,107.5
4/12/1998,13,106.9
4/12/1998,14,106.6
4/12/1998,15,107.4
4/12/1998,16,104
4/12/1998,17,96.3
4/12/1998,18,90.3
4/12/1998,19,83.1
4/12/1998,20,80.2
4/12/1998,21,80.5
4/12/1998,22,80.4
4/12/1998,23,80.6
4/13/1998,0,79.9
4/13/1998,1,80.1
4/13/1998,2,80.5
4/13/1998,3,80.1
4/13/1998,4,80.2
4/13/1998,5,79.7
4/13/1998,6,80.5
4/13/1998,7,85.2
4/13/1998,8,94.9
4/13/1998,9,100.8
4/13/1998,10,105.8
4/13/1998,11,106.7
4/13/1998,12,106.6
4/13/1998,13,107
4/13/1998,14,106.2
4/13/1998,15,106.6
4/13/1998,16,104.1
4/13/1998,17,96.7
4/13/1998,18,89.8
4/13/1998,19,82.7
4/13/1998,20,80.2
4/13/1998,21,80.7
4/13/1998,22,80.6
4/13/1998,23,80.3
4/14/1998,0,80.1
4/14/1998,1,80.1
4/14/1998,2,80.2
4/14/1998,3,79.7
4/14/1998,4,79.6
4/14/1998,5,80.2
4/14/1998,6,80.3
4/14/1998,7,85.3
4/14/1998,8,94.6
4/14/1998,9,100.9
4/14/1998,10,106.9
4/14/1998,11,106.7
4/14/1998,12,107
4/14/1998,13,106.3
4/14/1998,14,106.3
4/14/1998,15,107
4/14/1998,16,104.1
4/14/1998,17,95.8
4/14/1998,18,90.2
4/14/1998,19,83.2
4/14/1998,20,80.3
4/14/1998,21,80.3
4/14/1998,22,80.5
4/14/1998,23,81.3
4/15/1998,0,80.1
4/15/1998,1,80.2
4/15/1998,2,80.5
4/15/1998,3,80.4
4/15/1998,4,80.1
4/15/1998,5,80.6
4/15/1998,6,80.2
4/15/1998,7,84
4/15/1998,8,95.4
4/15/1998,9,101.3
4/15/1998,10,105.7
4/15/1998,11,106.4
4/15/1998,12,105.8
4/15/1998,13,106.9
4/15/1998,14,107.1
4/15/1998,15,106.8
4/15/1998,16,104.5
4/15/1998,17,95.9
4/15/1998,18,90.3
4/15/1998,19,83.6
4/15/1998,20,80.5
4/15/1998,21,80.8
4/15/1998,22,80.6
4/15/1998,23,81.2
4/16/1998,0,80.4
4/16/1998,1,80
4/16/1998,2,80.3
4/16/1998,3,80.8
4/16/1998,4,80.1
4/16/1998,5,79.7
4/16/1998,6,81.2
4/16/1998,7,84.4
4/16/1998,8,94.9
4/16/1998,9,100.6
4/16/1998,10,105.6
4/16/1998,11,106.9
4/16/1998,12,106.6
4/16/1998,13,106.9
4/16/1998,14,106.9
4/16/1998,15,107
4/16/1998,16,103.6
4/16/1998,17,96.1
4/16/1998,18,90.9
4/16/1998,19,82.6
4/16/1998,20,80.8
4/16/1998,21,81
4/16/1998,22,80.2
4/16/1998,23,80.4
4/17/1998,0,80.5
4/17/1998,1,80.5
4/17/1998,2,80.4
4/17/1998,3,80.4
4/17/1998,4,80.1
4/17/1998,5,80.3
4/17/1998,6,80.2
4/17/1998,7,84.5
4/17/1998,8,94.9
4/17/1998,9,100.6
4/17/1998,10,107.2
4/17/1998,11,105.9
4/17/1998,12,107.7
4/17/1998,13,106.5
4/17/1998,14,106.9
4/17/1998,15,106.5
4/17/1998,16,103.5
4/17/1998,17,96.6
4/17/1998,18,90
4/17/1998,19,83.4
4/17/1998,20,80.6
4/17/1998,21,80.6
4/17/1998,22,80.4
4/17/1998,23,80.9
4/18/1998,0,80.3
4/18/1998,1,80.6
4/18/1998,2,80.2
4/18/1998,3,80.2
4/18/1998,4,80.2
4/18/1998,5,79.9
4/18/1998,6,80.2
4/18/1998,7,84.7
4/18/1998,8,95.4
4/18/1998,9,101
4/18/1998,10,106.8
4/18/1998,11,106.6
4/18/1998,12,107.1
4/18/1998,13,106.8
4/18/1998,14,107.3
4/18/1998,15,107
4/18/1998,16,103.8
4/18/1998,17,96.4
4/18/1998,18,90.6
4/18/1998,19,83.5
4/18/1998,20,80.9
4/18/1998,21,80.6
4/18/1998,22,80.4
4/18/1998,23,80.8
4/19/1998,0,80.2
4/19/1998,1,80.2
4/19/1998,2,80.5
4/19/1998,3,80.2
4/19/1998,4,80.3
4/19/1998,5,80.5
4/19/1998,6,80.5
4/19/1998,7,84.2
4/19/1998,8,95
4/19/1998,9,101
4/19/1998,10,107
4/19/1998,11,107
4/19/1998,12,106.7
4/19/1998,13,106.7
4/19/1998,14,106.4
4/19/1998,15,106.9
4/19/1998,16,104.1
4/19/1998,17,96.7
4/19/1998,18,90.7
4/19/1998,19,83.5
4/19/1998,20,80.5
4/19/1998,21,80.8
4/19/1998,22,80.8
4/19/1998,23,81
4/20/1998,0,81
4/20/1998,1,80.4
4/20/1998,2,80.5
4/20/1998,3,80.2
4/20/1998,4,80.6
4/20/1998,5,80.1
4/20/1998,6,80.4
4/20/1998,7,84.9
4/20/1998,8,95.2
4/20/1998,9,100.9
4/20/1998,10,107.1
4/20/1998,11,106.9
4/20/1998,12,106.2
4/20/1998,13,98.9
4/20/1998,14,74.3
4/20/1998,15,55.2
4/20/1998,16,45.6
4/20/1998,17,45.8
4/20/1998,18,45.9
4/20/1998,19,45.8
4/20/1998,20,45.9
4/20/1998,21,48.1
4/20/1998,22,46.1
4/20/1998,23,54.5
4/21/1998,0,80.4
4/21/1998,1,95.8
4/21/1998,2,106.8
4/21/1998,3,106.8
4/21/1998,4,107.2
4/21/1998,5,106.2
4/21/1998,6,106.6
4/21/1998,7,106.3
4/21/1998,8,106.2
4/21/1998,9,106.2
4/21/1998,10,98.5
4/21/1998,11,74.5
4/21/1998,12,55.7
4/21/1998,13,46.2
4/21/1998,14,46.7
4/21/1998,15,45.8
4/21/1998,16,45.8
4/21/1998,17,45.6
4/21/1998,18,45.6
4/21/1998,19,45.8
4/21/1998,20,54.7
4/21/1998,21,71.9
4/21/1998,22,79.9
4/21/1998,23,79.4
4/22/1998,0,79.6
4/22/1998,1,80.1
4/22/1998,2,79.5
4/22/1998,3,79.5
4/22/1998,4,79.4
4/22/1998,5,79.6
4/22/1998,6,79.2
4/22/1998,7,88.5
4/22/1998,8,95.2
4/22/1998,9,100.6
4/22/1998,10,106.6
4/22/1998,11,106.9
4/22/1998,12,106.4
4/22/1998,13,106.7
4/22/1998,14,106.6
4/22/1998,15,107.1
4/22/1998,16,104.3
4/22/1998,17,96.3
4/22/1998,18,90.4
4/22/1998,19,83.2
4/22/1998,20,80.6
4/22/1998,21,80.5
4/22/1998,22,81.2
4/22/1998,23,80.3
4/23/1998,0,80.8
4/23/1998,1,80.5
4/23/1998,2,80.8
4/23/1998,3,80.5
4/23/1998,4,80.4
4/23/1998,5,80.3
4/23/1998,6,80
4/23/1998,7,84.4
4/23/1998,8,95.1
4/23/1998,9,101.1
4/23/1998,10,106.6
4/23/1998,11,106.6
4/23/1998,12,106.8
4/23/1998,13,106.6
4/23/1998,14,107.3
4/23/1998,15,107.3
4/23/1998,16,104.1
4/23/1998,17,96.1
4/23/1998,18,89.9
4/23/1998,19,83.7
4/23/1998,20,80.4
4/23/1998,21,81
4/23/1998,22,80.4
4/23/1998,23,80.4
4/24/1998,0,80.8
4/24/1998,1,80.1
4/24/1998,2,80.2
4/24/1998,3,80.7
4/24/1998,4,80.4
4/24/1998,5,80.1
4/24/1998,6,80.8
4/24/1998,7,84.8
4/24/1998,8,94.5
4/24/1998,9,100.6
4/24/1998,10,106.6
4/24/1998,11,106.6
4/24/1998,12,106.6
4/24/1998,13,106.4
4/24/1998,14,106.6
4/24/1998,15,107.3
4/24/1998,16,104.5
4/24/1998,17,96
4/24/1998,18,90.8
4/24/1998,19,83.4
4/24/1998,20,81.6
4/24/1998,21,81
4/24/1998,22,80.8
4/24/1998,23,80.1
4/25/1998,0,80.2
4/25/1998,1,80.4
4/25/1998,2,80.4
4/25/1998,3,80.2
4/25/1998,4,80.8
4/25/1998,5,80.6
4/25/1998,6,80
4/25/1998,7,85.6
4/25/1998,8,94.9
4/25/1998,9,101.2
4/25/1998,10,106.6
4/25/1998,11,106.8
4/25/1998,12,107.2
4/25/1998,13,107.1
4/25/1998,14,106.4
4/25/1998,15,106.2
4/25/1998,16,103.7
4/25/1998,17,96.3
4/25/1998,18,90.2
4/25/1998,19,83.2
4/25/1998,20,80.2
4/25/1998,21,80.5
4/25/1998,22,80.9
4/25/1998,23,80.4
4/26/1998,0,80.2
4/26/1998,1,80
4/26/1998,2,80.5
4/26/1998,3,80.5
4/26/1998,4,80.9
4/26/1998,5,80.5
4/26/1998,6,80.5
4/26/1998,7,84.5
4/26/1998,8,94.9
4/26/1998,9,101
4/26/1998,10,106.9
4/26/1998,11,106.3
4/26/1998,12,106.9
4/26/1998,13,106.8
4/26/1998,14,106.8
4/26/1998,15,106
4/26/1998,16,103.9
4/26/1998,17,96.4
4/26/1998,18,90.7
4/26/1998,19,83.3
4/26/1998,20,80.1
4/26/1998,21,80.6
4/26/1998,22,80.4
4/26/1998,23,78.5
4/27/1998,0,80
4/27/1998,1,80.7
4/27/1998,2,80.4
4/27/1998,3,80.2
4/27/1998,4,80.4
4/27/1998,5,80.6
4/27/1998,6,80
4/27/1998,7,84.8
4/27/1998,8,94.8
4/27/1998,9,101.1
4/27/1998,10,106.5
4/27/1998,11,106.4
4/27/1998,12,106.1
4/27/1998,13,106.8
4/27/1998,14,107.3
4/27/1998,15,106.5
4/27/1998,16,103.5
4/27/1998,17,96.2
4/27/1998,18,90.4
4/27/1998,19,83
4/27/1998,20,80.4
4/27/1998,21,80.6
4/27/1998,22,80.7
4/27/1998,23,80.5
4/28/1998,0,80
4/28/1998,1,80.5
4/28/1998,2,80.8
4/28/1998,3,80.3
4/28/1998,4,80.8
4/28/1998,5,80.7
4/28/1998,6,80.3
4/28/1998,7,84.7
4/28/1998,8,94.6
4/28/1998,9,100.5
4/28/1998,10,107
4/28/1998,11,106.7
4/28/1998,12,106.5
4/28/1998,13,106.6
4/28/1998,14,106.8
4/28/1998,15,107.3
4/28/1998,16,103.8
4/28/1998,17,96.1
4/28/1998,18,90.7
4/28/1998,19,82.5
4/28/1998,20,81.2
4/28/1998,21,81
4/28/1998,22,80.9
4/28/1998,23,79.7
4/29/1998,0,80.6
4/29/1998,1,80.4
4/29/1998,2,80.1
4/29/1998,3,80.2
4/29/1998,4,80.5
4/29/1998,5,80.2
4/29/1998,6,80.5
4/29/1998,7,84.2
4/29/1998,8,94.9
4/29/1998,9,100.8
4/29/1998,10,107.2
4/29/1998,11,106.7
4/29/1998,12,107
4/29/1998,13,107
4/29/1998,14,106.6
4/29/1998,15,106.6
4/29/1998,16,103.8
4/29/1998,17,97
4/29/1998,18,90.6
4/29/1998,19,83.6
4/29/1998,20,80.4
4/29/1998,21,81.3
4/29/1998,22,80.1
4/29/1998,23,80.5
4/30/1998,0,80.8
4/30/1998,1,80.8
4/30/1998,2,80.8
4/30/1998,3,80.4
4/30/1998,4,81
4/30/1998,5,80.2
4/30/1998,6,80.2
4/30/1998,7,85.6
4/30/1998,8,95
4/30/1998,9,101.3
4/30/1998,10,106.5
4/30/1998,11,106.6
4/30/1998,12,107
4/30/1998,13,106.5
4/30/1998,14,106.9
4/30/1998,15,106.1
4/30/1998,16,106.8
4/30/1998,17,102.6
4/30/1998,18,91.2
4/30/1998,19,83.5
4/30/1998,20,81.1
4/30/1998,21,80.3
4/30/1998,22,75.6
4/30/1998,23,77.1
5/1/1998,0,80.5
5/1/1998,1,80.8
5/1/1998,2,80.4
5/1/1998,3,80.5
5/1/1998,4,80.6
5/1/1998,5,79.9
5/1/1998,6,80.2
5/1/1998,7,84.2
5/1/1998,8,95
5/1/1998,9,101.1
5/1/1998,10,107.2
5/1/1998,11,107.4
5/1/1998,12,106.9
5/1/1998,13,106.5
5/1/1998,14,107.1
5/1/1998,15,106.7
5/1/1998,16,107
5/1/1998,17,102.6
5/1/1998,18,91
5/1/1998,19,84.3
5/1/1998,20,81.4
5/1/1998,21,79.9
5/1/1998,22,75
5/1/1998,23,77.8
5/2/1998,0,80.4
5/2/1998,1,81
5/2/1998,2,80.5
5/2/1998,3,80.8
5/2/1998,4,80
5/2/1998,5,80.2
5/2/1998,6,80.4
5/2/1998,7,84.7
5/2/1998,8,95.8
5/2/1998,9,101.1
5/2/1998,10,107.6
5/2/1998,11,106
5/2/1998,12,106.9
5/2/1998,13,107.3
5/2/1998,14,106.5
5/2/1998,15,107.4
5/2/1998,16,107
5/2/1998,17,102.7
5/2/1998,18,91.5
5/2/1998,19,83.6
5/2/1998,20,81
5/2/1998,21,80.8
5/2/1998,22,74.4
5/2/1998,23,75.7
5/3/1998,0,76
5/3/1998,1,76.1
5/3/1998,2,75.8
5/3/1998,3,75.9
5/3/1998,4,76.1
5/3/1998,5,75.8
5/3/1998,6,82.4
5/3/1998,7,86.6
5/3/1998,8,96.6
5/3/1998,9,103.7
5/3/1998,10,108.8
5/3/1998,11,109
5/3/1998,12,108.8
5/3/1998,13,109
5/3/1998,14,108.3
5/3/1998,15,109
5/3/1998,16,108.1
5/3/1998,17,104.4
5/3/1998,18,92
5/3/1998,19,83.8
5/3/1998,20,80.9
5/3/1998,21,81
5/3/1998,22,75.6
5/3/1998,23,76.6
5/4/1998,0,80.5
5/4/1998,1,80.5
5/4/1998,2,80.6
5/4/1998,3,80.3
5/4/1998,4,79.9
5/4/1998,5,80.4
5/4/1998,6,80.4
5/4/1998,7,85.1
5/4/1998,8,94.8
5/4/1998,9,100.8
5/4/1998,10,107.5
5/4/1998,11,106.4
5/4/1998,12,106.2
5/4/1998,13,106.9
5/4/1998,14,106.6
5/4/1998,15,107
5/4/1998,16,106.8
5/4/1998,17,102.7
5/4/1998,18,90.4
5/4/1998,19,83.9
5/4/1998,20,81.2
5/4/1998,21,80.2
5/4/1998,22,74.2
5/4/1998,23,77.4
5/5/1998,0,79.3
5/5/1998,1,80.6
5/5/1998,2,80.8
5/5/1998,3,80.5
5/5/1998,4,80.5
5/5/1998,5,80.6
5/5/1998,6,79.7
5/5/1998,7,84.6
5/5/1998,8,95.1
5/5/1998,9,101.2
5/5/1998,10,106.7
5/5/1998,11,107.1
5/5/1998,12,106.2
5/5/1998,13,106.9
5/5/1998,14,106
5/5/1998,15,106.5
5/5/1998,16,106.5
5/5/1998,17,102.1
5/5/1998,18,90.7
5/5/1998,19,83.9
5/5/1998,20,81.6
5/5/1998,21,79.3
5/5/1998,22,74.2
5/5/1998,23,77.4
5/6/1998,0,79.6
5/6/1998,1,78.5
5/6/1998,2,79.3
5/6/1998,3,82.8
5/6/1998,4,82.2
5/6/1998,5,81.7
5/6/1998,6,80.2
5/6/1998,7,85.3
5/6/1998,8,94.4
5/6/1998,9,101.2
5/6/1998,10,106.3
5/6/1998,11,106
5/6/1998,12,106.3
5/6/1998,13,106.2
5/6/1998,14,107
5/6/1998,15,106.7
5/6/1998,16,106.9
5/6/1998,17,102.5
5/6/1998,18,88
5/6/1998,19,81.8
5/6/1998,20,86
5/6/1998,21,79.2
5/6/1998,22,76.3
5/6/1998,23,76.1
5/7/1998,0,80.1
5/7/1998,1,80.5
5/7/1998,2,80.6
5/7/1998,3,80.4
5/7/1998,4,81.2
5/7/1998,5,80.1
5/7/1998,6,80.2
5/7/1998,7,85.3
5/7/1998,8,94.7
5/7/1998,9,100.9
5/7/1998,10,106.6
5/7/1998,11,106.6
5/7/1998,12,106.5
5/7/1998,13,107.1
5/7/1998,14,106.9
5/7/1998,15,106.6
5/7/1998,16,107
5/7/1998,17,102.3
5/7/1998,18,90.9
5/7/1998,19,83.5
5/7/1998,20,81
5/7/1998,21,80.5
5/7/1998,22,75.2
5/7/1998,23,77
5/8/1998,0,80.3
5/8/1998,1,80.6
5/8/1998,2,80.6
5/8/1998,3,80.4
5/8/1998,4,79.8
5/8/1998,5,83
5/8/1998,6,79.4
5/8/1998,7,85.7
5/8/1998,8,94.7
5/8/1998,9,101.2
5/8/1998,10,107
5/8/1998,11,106.6
5/8/1998,12,105.3
5/8/1998,13,106.8
5/8/1998,14,107.1
5/8/1998,15,106.7
5/8/1998,16,106.7
5/8/1998,17,101.8
5/8/1998,18,90.2
5/8/1998,19,83.1
5/8/1998,20,80.9
5/8/1998,21,79.4
5/8/1998,22,75.8
5/8/1998,23,76.7
5/9/1998,0,80.8
5/9/1998,1,79.9
5/9/1998,2,80.5
5/9/1998,3,80.1
5/9/1998,4,80.2
5/9/1998,5,80.4
5/9/1998,6,80.6
5/9/1998,7,85.6
5/9/1998,8,95.4
5/9/1998,9,101
5/9/1998,10,106.9
5/9/1998,11,106.3
5/9/1998,12,106.6
5/9/1998,13,106.6
5/9/1998,14,106.2
5/9/1998,15,106
5/9/1998,16,107
5/9/1998,17,102.2
5/9/1998,18,90.3
5/9/1998,19,83.4
5/9/1998,20,80.4
5/9/1998,21,79.5
5/9/1998,22,75.2
5/9/1998,23,77.4
5/10/1998,0,80.4
5/10/1998,1,80
5/10/1998,2,80.9
5/10/1998,3,80.4
5/10/1998,4,80.8
5/10/1998,5,80.5
5/10/1998,6,80.5
5/10/1998,7,84.7
